text,label,teks_bersih,skor_polaritas
@sapphicsfess Kalau aku pribadi bakal berani ajak orang ketemu kalau aku yakin bisa bayarin makan dll kalau misal berakhir split bill juga diterima aja kadang kan ada orang yang gaenakan kalo sampe dibayarin aku pastiin buat kapan kapan ketemu lagi gantian aku yang bayarr,2,kalau pribadi bakal berani ajak orang ketemu kalau yakin bayarin makan lain kalau misal akhir split bill terima kadang kan orang gaenakan kalau dibayarin pastiin buat kapan kapan ketemu ganti yang bayarr,0.5413481801848233
@sapphicsfess Kalo aku sihh biasanya ganti an nderr. Jadi kayak split bill tapi beda tempat. Misalnya dia bayarin makan aku bayarin nonton. Kecuali kalo kita keluar terus cuma nongkrong di satu tempat yaa itu tergantung aja kesadaran diri mau saling nawarin bayar bagiannya atau ngga.,2,kalau sihh biasa ganti an nderr jadi mirip split bill beda tempat misal bayarin makan bayarin nonton kalau keluar terus cuma nongkrong satu tempat yaa gantung sadar diri mau saling nawarin bayar bagi ngga,0.6227714759698317
@sapphicsfess Terlepas dari nantinya split bill atau nggak gue sendiri ngedate kalau gue udah punya kemampuan untuk bayar bill total. Semoga maksudnya bisa dipahami,2,lepas nanti split bill tidak sendiri ngedate kalau sudah punya mampu bayar bill total moga maksud paham,0.5642548860787387
@tanyakanrl Gak masalah sih kalo bayar parkir doang paling mahal berapa sih. Tapi belum pernah sih nemu cowo yang nyuru bayar parkir tapi kalo minta split bill udah 2x wkwk.,1,masalah sih kalau bayar parkir paling mahal berapa sih belum pernah sih temu cowok nyuru bayar parkir kalau minta split bill x wkwk,0.0
@sapphicsfess Split bill kecuali mereka paksa mau bayarin. Trs kalau dia udah bayarin makan gitu (misal) aku tawarin untuk bayar kegiatan selanjutnya. Hehehe,2,split bill mereka paksa mau bayarin terus kalau sudah bayarin makan misal tawarin bayar giat lanjut hehehe,0.7554461718883163
@sapphicsfess Biasanya aku dibayarin sih karena doi yang ngajak tapi balik ke kondisi keuangan kamu. Yang penting kalau mau split bill di-state di awal kalau mau split bill jangan pas udah jalan baru bilang (soalnya aku ilfeel kalau gini ),2,biasa dibayarin sih doi ajak balik kondisi uang kamu penting kalau mau split bill distate awal kalau mau split bill jangan pas jalan baru bilang soal ilfeel kalau gin,0.6189714566697992
@tanyakanrl lahhhh ak kalo keluar ama cowoku split bill dia bayar mam jajan ngupi ak yg bagian bayar parkir.,2,lahhhh aku kalau keluar sama cowoku split bill bayar mam jajan ngupi aku bagi bayar parkir,0.719091100155941
@tanyakanrl Kan sistemnya split bill nder. Pacarku yang bayar makan minum hiburan dan bensin sedangkan aku bayar parkir goceng,2,kan sistem split bill nder pacar bayar makan minum hibur bensin saya bayar parkir goceng,0.679817593657106
Split bill versi Mamah adalah dia bayar asuransi barang 300rb i paid the barang,1,split bill versi mama dia bayar asuransi barang rb i paid the barang,0.0
@FWBSMG3 Aku ga money oriented. Just fun. Nah tapi ga sembarang orang jg liat dari fisik dan uang. Uang ini maksudnya buat makan main dia bisa bayar atau split bill. Kalau beli aku si ngga. Alhamdulillah udah punya penghasilan wkwk. Yuk yang mau jadi fwb aku haha,1,tidak money oriented just fun nah tidak sembarang orang liat fisik uang uang maksud buat makan main bisa bayar split bill kalau beli si ngga alhamdulillah punya hasil wkwk yuk mau jadi fwb haha,0.0
Nice place katanyaaaa. Seyuyurnya i kaga paham coongg. Itu i pilih kalo2 u kabur kaga mau bayar atau ngga malah nyuruh split bill. Wkwkwk,1,nice place katanyaaaa seyuyurnya i kaga paham coongg i pilih kalo kamu kabur kaga mau bayar tidak malah suruh split bill wkwkwk,0.0
jalan sama cowo tapi split bill???? gausahh! gua aja yg bayar️,0,jalan sama cowok split bill gausahh saja bayar,-0.17260600120475827
@tanyakanrl Dibayarin sama 1 orang kalau udh duduk baru kita split bill,2,dibayarin sama orang kalau duduk baru split bill,0.184027583875249
@tanyakanrl Bayar 1 orang dulu nanti baru dibagi soalnya biar cepet jugaa engga ribet. Aku biasanya pake yang split bill di line ituu biar enak bagi baginya,2,bayar orang dulu baru bagi soal biar cepat jugaa ribet biasa pakai split bill line biar enak bagi,0.6563386853085595
@tanyakanrl Waktu jalan sm grup kenalan ber 8 (mereka gen z gue mile). Pas mau bayar minta bill dulu. Trs dia pake split bill di apk line. Jd bayarnya kita tf atau qris ke satu orang sejumlah yg udh dihitung otomatis. Jd bebas gada yg nalangin atau utang2. Kaget juga jaman sdh berubah.,1,waktu jalan sama grup kenal ber gen z mile pas mau bayar minta bill dulu terus pakai split bill apk line jadi bayar tf qris satu orang jumlah hitung otomatis jadi bebas ada nalangin utang kaget jaman sudah ubah,0.0
@tanyakanrl aku split bill karna gamau ribet pembagian. jd bayar sendiri langsung di kasir,2,split bill tidak mau ribet bagi jadi bayar sendiri langsung kasir,0.5375004020903685
@bctterflay @tanyakanrl Split bill teh bayar masing2 sesuai pesanan atau bagi 2 bayarnya?,1,split bill teh bayar masing sesuai pesan bagi bayar,0.0
@tanyakanrl Biasanya langsung kasir. Tapi gw orang yg sangat jrang bgt split bill. Biasa klo makan ama temen ya gw yg bayar apa dia yg bayar tergantung siapa yg ajak kluar n siapa yg bawa kendaraan. Klo ga ya gantian buat traktir.,1,biasa langsung kasir saya orang sangat jrang sangat split bill biasa kalau makan sama teman saya bayar apa bayar gantung siapa ajak keluar n siapa yang bawa kendara kalau ya ganti buat traktir,0.0
anjir dah leher gue langsung tegang gini amat mau ketemu laki oi @ eunseok split bill oi masa aku terus yang full bayar mentang-mentang aku yang kecintaan,1,anjir leher langsung tegang gin mau ketemu laki oi eunseok split bill oi masa terus full bayar mentangmentang yang cinta,0.0
@selfolx Kok split bill sini saya bayar,0,kok split bill sini bayar,-0.5478218697336803
@tanyarlfes Sbg cowok waras gw gapernah minta2 duit ke pasangan gw. Entah itu buat bensin parkir atau bahkan gapernah minta split bill pas makan/main. Gw punya rasa malu gamau sampe nyusahin cewek kalo bisa gw provide semua. Makanya pantang bagi gw sampe dikatain mokondo,0,cowok waras pernah minta duit pasang gw entah buat bensin parkir bahkan pernah minta split bill pas makanmain punya rasa malu tidak mau nyusahin cewek kalau saya provide semua makanya pantang saya dikatain mokondo,-0.5219903808754488
Intinya gini ya tanpa lu minta klo emang pasangan loe ga pelit bakal ngasih. Ya sesekali kadang gw yg bayar atau split bill dan itu ada alasannya toh setiap diajakin jalan ya selalu dia yg bayar Jarang sih gw yg bayar katanya dia gw yg ajak lu jalan lu tanggung jawab gw.,2,inti gin tanpa kamu minta kalau memang pasang kamu pelit bakal ngasih sekal kadang bayar split bill itu alas tiap diajakin jalan selalu yang bayar jarang sih yang bayar kata saya yang ajak kamu jalan kamu tanggung jawab gw,0.5407779225922287
@smbc_indonesia @JeniusConnect Fitur Split Bill waktu makan bareng teman kantor Jadi Nggak ada lagi drama siapa yang bayar lebih dulu jadi hemat energi dan uang. #BersamaLebihBermakna #BersamaMerdekaBerkarya,1,fitur split bill waktu makan bareng teman kantor jadi ada drama siapa bayar lebih dulu jadi hemat energi uang,0.0
@smbc_indonesia @JeniusConnect Fitur Split Bill Biar Adil supaya semua bayar sesuai porsi jadi lebih hematkan. Jaman skr gitu ada split bill. #BersamaLebihBermakna #BersamaMerdekaBerkarya,1,fitur split bill biar adil semua bayar sesuai porsi jadi lebih hemat jaman sekarang ada split bill,0.0
@ququququ012 @kesemekmateng @tanyarlfes ya ga salah tapi klo lu punya saldo 100 jt dan cewek lu ngajak split bill 7.500 trs lu mau ya ga salah juga org2 nganggep lu medit secara logika 15rb doang,0,tidak salah kalau kamu punya saldo jt cewek kamu ajak split bill terus kamu mau tidak salah orangorang nganggep kamu medit logika rb,-0.5218245616413928
@smbc_indonesia @JeniusConnect Fitur Split Bill dengan Teman Nongkrong Jadi Biar nggak nombok bayar makan. Kalau lagi ngumpul2 dan mau pd split bill. #BersamaLebihBermakna #BersamaMerdekaBerkarya,1,fitur split bill teman nongkrong jadi biar nombok bayar makan kalau ngumpul mau split bill,0.0
@tanyakanrl bukan dr dating app dari grup tele. krn jaman covid gue aktif grup tele kenalan lah sm yg 1 kota. gakuat bgt flexingnyaa:( dia blg 'gua ni beli motor ini cash beli rumah di perum xxx cash' giliran pas bayar tiket nonton split bill. kocak.,1,bukan dating app grup tele jaman covid aktif grup tele kenal lah sama kota kuat sangat flexingnyaa bilang gua beli motor cash beli rumah perum xxx cash gilir pas bayar tiket nonton split bill kocak,0.0
@susueuno Dibayarin semuanya gak? Kalo dibayarin semua gas kata aku mah mayan tapi kalo split bill bilang ae gak bisa ada acara awokawok,0,dibayarin semua gak kalau dibayarin semua gas kata mah mayan kalau split bill bilang ae bisa acara awokawok,-0.40515140685303025
bener kata @heyshavvv. cuman cowok dr twitter yg selalu split bill di luar mah mah kagak. plus tambahan ngga nahan pintu or jagain nyebrang jalan di zebra cross. oh ini bukan cerita gw,1,benar kata cowok twitter selalu split bill luar mah mah kagak plus tambah tahan pintu or jagain nyebrang jalan zebra cross ini bukan cerita,0.0
kalau baru kenal bayar sendiri gpp tpi kalau dh deket pilihannya cm 2 gantian yg bayar. apa itu split bill males ngitung,0,kalau baru kenal bayar sendiri apa apa kalau deket pilih cuma ganti bayar apa split bill males ngitung,-0.5065137739651541
@UNDIP_FESS gpp si. ak jg split bill kok tiap pcrn krna ga enk kl dibayarin berasa ngeberatin pasangan toh status cm pacar blm jd suami yg harus nafkahin.,2,apa apa si aku split bill kok tiap pacar tidak enak kalau dibayarin asa ngeberatin pasang status cuma pacar jadi suami harus nafkahin,0.8128694012194759
@jogja_base kalau dia gaada inisiatif pas mau bayar yauda split bill. tp jangan sampe bills on you yaa..,2,kalau tidak inisiatif pas mau bayar yauda split bill jangan bills on you yaa,0.6662783912032739
@UNDIP_FESS gapapa aja aku jarang² split bill klo emang lagi kere. aku cewe gapernah ngemis² minta dibayarin sama pacarku tapi pacarku sendiri yg jajanin. udah gede harusnya ngerti masih pacaran belum suami istri jangan minta²,2,apaapa jarang split bill kalau memang kere saya cewek pernah ngemis minta dibayarin sama pacar pacar sendiri jajanin besar harus ngerti pacar suami istri jangan minta,0.5936234747103399
@UNDIP_FESS ya gapapa lah baiknya emg split bill sih ((mnrt ak)) soalnya kl dibayarin berasa ada utang,2,tidak apaapa lah baik memang split bill sih mnrt ak soal kalau dibayarin asa utang,0.7704692001569362
@neoniganugu @tanyarlfes Itu kan sendernya yg minta buat split bill duluan klo si sender bilang eh aku lgi krisis nih bayarin dong nnti klo udh gajian/ada duit gantian deh aku yg bayar mgkin beda lgi ceritanya.,1,kan sender minta buat split bill duluan kalau si sender bilang eh krisis bayarin dong kalau gajianada duit ganti deh yang bayar mgkin beda lagi cerita,0.0
@tanyarlfes Sebagai cowok gw menilai ya.. cowo sender agak pelit. 15rb menurut gw gausah split bill. Bayarin aja ga banyak juga. Ga akan bikin si cowok susah juga kecuali kalo dia emg lgi gada duit nah baru cowo biasanya gabakal mau diajak/mengajak pergi keluar (based on my story),0,cowok nilai cowok sender pelit rb saya usah split bill bayarin tidak banyak tidak bikin si cowok susah kecuali kalau memang tidak duit nah baru cowok biasa gabakal mau diajakmengajak pergi keluar based on my story,-0.522456904915237
@nblaavvv @sbyfess Gak sih minimal split bill lek dibayarin semua Yo isin wkwk.,2,sih minimal split bill lek dibayarin semua yo isin wkwk,0.6263560393202181
@sbyfess ilfil ga kalo diajak bahas tentang kesepakatan split bill atau bayar membayar?,1,ilfil kalau ajak bahas sepakat split bill bayar bayar,0.0
@jogja_base Kalau aku ya ngajak split bill aja walaupun dia yg ngajak eh struknya mana? Mau lihat donggg . Trs pas udh diliat km nanya lg minta norek/qrismu dong mau bayar makananku nih .,2,kalau ya ajak split bill walaupun yang ajak eh struknya mana mau lihat donggg terus pas liat kamu tanya minta norekqrismu dong mau bayar makan,0.6514241608105069
@jogja_base Ya kalau ngajak anak orang jalan ya akan lebih baik bill on men ya. Tapi kalau mau split bill gpp juga asal diawal ngajak udh ngomong bayarnya patungan. Kalo g ya ngomong aj ngajak keluar tapi byr sendiri2 gitu.,2,kalau ajak anak orang jalan akan lebih baik bill on men kalau mau split bill apa apa asal awal ajak bicara bayar patungan kalau ya bicara ajak keluar tapi bayar sendiri gitu,0.6260270755336338
@tanyarlfes Kalo emang elu orangnya yg dia sayang. Mau elu jajan 300 rebu tetap dibayarin ga pake split bill.,0,kalau memang elu orang dia sayang mau elu jajan rebu tetap dibayarin pakai split bill,-0.4624432504363462
@jogja_base gantian gpp split bill gpp asal jangan patungan cash depan kasir yaw wkk,2,ganti apa apa split bill apa apa asal jangan patungan cash depan kasir wkk,0.48228663744937345
@jogja_base Split bill. Tapi biasanya cowok yang gengsinya tinggi dia ga akan mau dibayarin sama cewe sebisa mungkin dia provide tu cewe walaupun bukan pasangannya,2,split bill biasa cowok gengsi tinggi tidak mau dibayarin sama cewek bisa mungkin provide cewek walaupun bukan pasang,0.5887228688215743
@jogja_base kalau aku sih split bill ya kak kalau dianya gamau split bill kedepannya kalau ketemu lagi gantian aku yg bayar,2,kalau sih split bill kak kalau dia mau split bill depan kalau ketemu ganti yang bayar,0.5839558375806823
Jog kalo ngedate (blm pacaran) itu mending split bill atau gapapa dibayarin cowo semuanya? Jujur bingung tapi kalo mau minta split bill takut dia tersinggung:)),1,jog kalau ngedate blm pacar mending split bill tidak apaapa dibayarin cowok semua jujur bingung kalau mau minta split bill takut singgung,0.0
@Daveeegym Intinya itu kalo blum nikah kedua pihak baik cwk maupun cwk ga ada kewajiban utk bayarin apapun utk pasangannya.. apalagi nuntut utk dibayarin. Split bill aja skrg dah byk apps yg begini .,2,inti kalau nikah dua pihak baik cwk maupun cwk ada wajib bayarin apa pasang nuntut dibayarin split bill sekarang banyak apps begini,0.6614533697289159
@tanyarlfes Cowo yang pinter atur keuangan sampe punya tabungan di usia muda dan masih mau split bill termasuk bagus dia gak nyuruh lu bayar sendiri lho. Udah tau masih miskin sok-sokan pacaran pacar tuh harus bisa timbal balik. Minta dinafkahi nanti giliran cowonya minta dilayani gak mau,2,cowok pintar atur uang punya tabung usia muda mau split bill masuk bagus suruh kamu bayar sendiri lho tahu masih miskin soksokan pacar pacar tuh bisa timbal balik minta nafkah gilir cowonya minta layan tidak mau,0.48359986782895437
@sxmipsychedelic @tanyarlfes Yg tega itu ceweknya dia tega sama diri sendiri mau aja dipacarin cowok tapi nafkah masih masing² (split bill). Kudunya minta bukti cinta dulu berupa akad nikah mahar dan nafkah baru persilahkan si cowo untuk macarin.,0,tega cewek tega sama diri sendiri mau dipacarin cowok nafkah masing split bill kudu minta bukti cinta dulu upa akad nikah mahar nafkah baru silah si cowok macarin,-0.5737981039556416
gue punya pikiran gini semenjak gue selalu effort ke cowo diajak split bill gue mau toh gue punya uang dll sampe akhirnya gue diporotin. gak lagi deh kalo sebagai cowo lo punya harga diri ya gabakal bikin cewe bayar sih sorry aja,1,punya pikir gin semenjak selalu effort cowok ajak split bill mau punya uang lain akhir saya diporotin lagi deh kalau cowok kamu punya harga diri gabakal bikin cewek bayar sih sorry,0.0
@tanyarlfes pcrn umur berapa ini masa jajannya 15k trs patungan drpd minta split bill knp ga lgsg bilang aja bayarin kan itu pcr lu jg,0,pacar umur berapa masa jajan k terus patungan minta split bill tidak langsung bilang bayarin kan pacar kamu,-0.5099189307824447
@anothersidbby @superfluffy18 @liliedescartes @tanyarlfes Kerja goblok. Ksian bgt cowolu Dapet cewe benalu 15rb ae ga bisa bayar sendiri. Masih pacaran ngomongin tanggungjawab. Tanggungjawab jawab ke diri sendiri ga bisa sampe 15rb aja minta split bill.,0,kerja goblok kasihan sangat cowolu cewek benalu rb ae bisa bayar sendiri pacar bicara tanggungjawab tanggungjawab jawab diri sendiri bisa rb minta split bill,-0.5995287815476372
@lianlainn Dinda Raka harus ikutan trend trend di Ig yang split bill tapi cewenya patungan 10rb padahal makannya 1 juta wkwkkwkw,1,dinda raka ikut trend trend ig split bill cewenya patungan rb padahal makan juta wkwkkwkw,0.0
@tanyarlfes Gue dulu waktu pacaran split bill mulu kerjaannya. Padahal gue tau cowok gue punya duit. Tapi gue gak mandang dia pelit sih. Dia juga oke aja lagi split bill. Sampai sekarang nikah gue justru gak dibolehin kerja. Semua saldo ada di gue sekarang. Silakan simpulkan sendiri hehe.,2,dulu waktu pacar split bill melulu kerja padahal tahu cowok punya duit mandang pelit sih juga oke lagi split bill sekarang nikah justru dibolehin kerja semua saldo di saya sekarang sila simpul sendiri hehe,0.6189295399192213
@tanyarlfes pelit banget cuma 15k aja harus split bill semoga next time ketemu sama cowok yang punya mental provider ya nderrr,0,pelit sangat cuma k harus split bill moga next time ketemu sama cowok punya mental provider nderrr,-0.6718136709613045
@tanyarlfes eh kl positif thinkingnya adalah itu uang bisa jd tabungan buat bisnis atau nikah (?) selagi kita masi punya uang untuk bayar atau split bill mh ya bayar aja jgn mau dibayarin terus toh blm nikah dia blm ada kewajiban bayarin km,2,eh kalau positif thinkingnya itu uang jadi tabung buat bisnis nikah kita mas punya uang bayar split bill mh bayar jangan mau dibayarin terus belum nikah belum wajib bayarin kamu,0.6846058204005105
@tanyarlfes tapi kalo aku jdi cowomu ya tibang duit segitu aku punya lebih pasti udah nolak diajak patungan biar aku aja yg bayar semua ga tega cowoku aja kadang2 kl lg krisis bilang ke aku aku yg gantian bayarin semua.. kalo 15k doang sampe split bill mah mending gausah pcrn,0,kalau jadi cowomu tibang duit segitu punya lebih sudah tolak ajak patungan biar bayar semua tega cowoku kadang kalau krisis bilang saya yang ganti bayarin semua kalau k saja sampai split bill mah mending usah pacar,0.014532038614141547
@tanyarlfes Tp gw suka si sama cwek yg sesekali punya inisiatif split bill. Tandanya tu cewek di masa sepan bakal mudah diajak kerja sama dalam situasi dan kondisi apapun. Perlu di jaga tu cwek yg sesekali ada inisiatif split bill. Ini kasusnya sesekali ya.,2,saya suka si sama cwek sekal punya inisiatif split bill tanda cewek masa sepan bakal mudah ajak kerja sama situasi kondisi apa perlu jaga cwek sekal inisiatif split bill kasus sekal,0.6816296121470153
@starmoon589540 @tanyarlfes Nder... Gw juga ama cowo gw split bill dan emang gw yang gamau dibayarin. Tapi dari cerita lu emang mantan lu parah sih ampe gamau nalangin dulu. Minimal saling bayarin lah... Bukan yang beneran masing masing,2,nder juga sama cowok split bill memang mau dibayarin dari cerita kamu memang mantan kamu parah sih ampe mau nalangin dulu minimal saling bayarin lah bukan yang benar masing masing,0.7269416785982096
Mau nongki bareng circle kasih ide tempat nongki favoritme kasih rekomendasi menu baru yg enak utk dicoba (jangan selalu terserah/aku ikut aja ini tdk contribute apapun!). Kalau lagi banyak duit sesekali treat lah separah2nya split bill (jgn minta dibayarin).,1,mau nongki bareng circle kasih ide tempat nongki favoritme kasih rekomendasi menu baru enak coba jangan selalu terserahaku ikut ini contribute apa kalau banyak duit sekal treat lah parah split bill jgn minta dibayarin,0.0
tdk pernah split bill skalinya trjdi knp yh ada rasa kesal jirrrrr pdhl harusnya b aja dan oke2 aja pun klo makan aku yg bayar krn emg ada duitnya. kebayang jalan makan enak dan mahal doi harus keluarin duit banyak. jirr berat yh jdi lelaki. smgt kerja iyh klian,0,pernah split bill skalinya trjdi yh rasa kesal jirrrrr padahal harus b oke pun kalau makan yang bayar memang duit bayang jalan makan enak dan mahal doi keluarin duit banyak jirr berat yh jadi lelaki semangat kerja iyh klian,-0.4559416731442769
@sxmipsychedelic @tanyarlfes kebangetan gaksi anj kecuali makan di union yg seorang 200rb baru deh split bill gapapaaa tapi nasgor yg cuman 20rb doang seorang ampe split itu pelitnya najis bangett bener2 najis 99x klo nemu cowok modelan gitu,0,banget gaksi anj makan union orang rb baru deh split bill gapapaaa nasi goreng hanya rb orang ampe split pelit najis sangat benarbenar najis x kalau temu cowok model,-0.4740011419684424
Sushi yok split bill aku bayar parkirnya ehe,1,sushi yok split bill bayar parkir ehe,0.0
@sbyfess guys serius nanya split bill itu bayar sendiri yg kita pesen atau bayarnya dibagi 2?,1,guys serius tanya split bill bayar sendiri kita pesan bayar bagi,0.0
@smbc_indonesia @JeniusConnect Tiap nongkrong bareng aku terbantu banget sama fitur Split Bill di Jenius. Dulu patungan suka bikin ribet sekarang tinggal klik semua langsung beres. Jadinya nggak cuma praktis tapi juga bikin ngatur uang lebih gampang. #BersamaLebihBermakna #BersamaMerdekaBerkarya,1,tiap nongkrong bareng bantu sangat sama fitur split bill jenius dulu patungan suka bikin ribet sekarang tinggal klik semua langsung beres jadi cuma praktis juga bikin ngatur uang lebih gampang,0.0
@tanyarlfes klo aku split bill pas aku pengen jalan/jajan aja bayar sendiri karena posisi tgl tua klo masih tgl muda cwoku ga pernah biarin aku ngeluarin uang. tp skrg udah full cwokku karena aku masih nganggur,2,kalau split bill pas ingin jalanjajan bayar sendiri posisi tanggal tua kalau tanggal muda cwoku pernah biarin ngeluarin uang sekarang full cwokku saya nganggur,0.6532012137953807
@uhavenoclue00 Mjb tp dulu first date aku split bill sih krn kesepakatan biar sama2 effort toh makanan yg kita pesen kita bagi 2 jd keicip semua Bener2 full dibayarin cowo ya pas udah nikah sebelum nikah gamau krn emg aku merasa mampu beli apapun sendiri + bukan tanggung jawab dia,2,mjb dulu first date split bill sih sepakat biar sama effort makan pesan kita bagi jadi keicip semua benarbenar full dibayarin cowok pas nikah nikah mau memang rasa mampu beli apa sendiri bukan tanggung jawab,0.6450938202792472
abis ketemu temen smp semua mua full dibayarin. makan ngopi tiket thamrin nine. udah berusaha duluan bayar minta norek split bill/ aing yg bayarin apa gt. tetep ditolak (ternyata enak jg yh dibayarin) ‍️,2,abis ketemu teman smp semua mua full dibayarin makan ngopi tiket thamrin nine usaha duluan bayar minta norek split bill aing bayarin apa gt tetap tolak nyata enak yh dibayarin,0.6763574770244464
@tanyarlfes Ilfeel njir kalo ini mah mengarah ke pelit kalo split bill atau bayar gantian msh mending lah,2,ilfeel njir kalau mah arah pelit kalau split bill bayar ganti mending lah,-0.4487029579433797
@jejakxdigital Malu weh cowok kok minta split bill Kok ga sekalian minta bayarin cicilanmu?,0,malu weh cowok kok minta split bill kok sekali minta bayarin cicil,-0.6787034554635174
Ngedate gasampe 100K pake split bill mah udah bener tuh cewek sedekahin aja.,0,ngedate gasampe k pakai split bill mah benar tuh cewek sedekahin aja,-0.4899415378198658
@jejakxdigital Ribet banget split bill apalagi kalau dia makannya lebih dikit emang sih dia yang minta tapi tau lah nantinya bakalan begini Mending tawarin buat bayar masing2 aja cuman bayar bensin sama parkir aja gpp lah.,2,ribet sangat split bill kalau makan lebih sedikit memang sih yang minta tahu lah nanti begini mending tawarin buat bayar masing hanya bayar bensin sama parkir tidak apa apa lah,0.41393128125647044
@banjarbase mun split bill jangan sampai ke bayar parkir jua dimintai,2,mun split bill jangan ke bayar parkir jua minta,0.1458427616464041
@jejakxdigital menurutku cewek ngajak split bill pas first date itu cuma buat ngetest cowoknya doang kalau ditolak berarti lolos dan kalau diiyain ya ga bakal ada second date,0,turut cewek ajak split bill pas first date cuma buat ngetest cowok kalau tolak arti lolos kalau diiyain tidak bakal second date,-0.445517035529812
